46168:
 num     #instances         #bytes  class name (module)
25148:             1             16  com.intellij.diff.tools.util.base.TextDiffSettingsHolder$TextDiffSettings$$Lambda/0x00000098055292d0
25149:             1             16  com.intellij.diff.tools.util.base.TextDiffSettingsHolder$TextDiffSettings$$Lambda/0x000000980552a780
25150:             1             16  com.intellij.diff.tools.util.base.TextDiffSettingsHolder$TextDiffSettings$$Lambda/0x000000980552ec58
25151:             1             16  com.intellij.diff.tools.util.base.TextDiffSettingsHolder$TextDiffSettings$$Lambda/0x000000980552fc48
25152:             1             16  com.intellij.diff.tools.util.base.TextDiffSettingsHolder$TextDiffSettings$$Lambda/0x00000098055314b0
25153:             1             16  com.intellij.diff.tools.util.base.TextDiffSettingsHolder$TextDiffSettings$Companion
25154:             1             16  com.intellij.diff.tools.util.text.LineOffsetsImpl$Companion
25155:             1             16  com.intellij.diff.util.DiffRangeUtil
25156:             1             16  com.intellij.diff.util.DiffUtil$$Lambda/0x00000098046c3a48
25157:             1             16  com.intellij.diff.util.Side$Companion
25158:             1             16  com.intellij.docker.DockerAgentServicesProviderInitializer
25159:             1             16  com.intellij.docker.DockerAgentServicesProviderInitializer$$Lambda/0x0000009803584960
25160:             1             16  com.intellij.docker.DockerAgentServicesProviderInitializer$$Lambda/0x0000009803584bb0
25161:             1             16  com.intellij.docker.DockerAgentServicesProviderInitializer$appStarted$1
25162:             1             16  com.intellij.docker.DockerAgentServicesProviderInitializer$appStarted$2
25163:             1             16  com.intellij.docker.DockerAgentServicesProviderInitializer$appStarted$5
25164:             1             16  com.intellij.docker.DockerCloudType
25165:             1             16  com.intellij.docker.DockerDictionaryProvider
25166:             1             16  com.intellij.docker.DockerMainCoroutineScopeHolder$Companion
25167:             1             16  com.intellij.docker.DockerServerRuntimesManager$1
25168:             1             16  com.intellij.docker.DockerServerRuntimesManager$Companion
25169:             1             16  com.intellij.docker.agent.ServicesRegistrar
25170:             1             16  com.intellij.docker.agent.devcontainers.DevcontainerHostService$Companion
25171:             1             16  com.intellij.docker.before.DockerBeforeRunRunner
25172:             1             16  com.intellij.docker.before.DockerBeforeRunRunner$Companion
25173:             1             16  com.intellij.docker.composeFile.ComposeFileIconProvider
25174:             1             16  com.intellij.docker.composeFile.ComposeFileRunConfigurationProducer
25175:             1             16  com.intellij.docker.composeFile.ComposeGeneratedFilesFilter
25176:             1             16  com.intellij.docker.conversion.DockerRunConfigurationConverter$1$$Lambda/0x00000098027a9168
25177:             1             16  com.intellij.docker.conversion.DockerRunConfigurationConverterProvider
25178:             1             16  com.intellij.docker.deployment.DockerRunConfig$Companion
25179:             1             16  com.intellij.docker.deployment.DockerRunConfig$Wrapper$Companion
25180:             1             16  com.intellij.docker.deployment.DockerRunConfig$Wrapper$Companion$$Lambda/0x0000009805c71820
25181:             1             16  com.intellij.docker.deployment.DockerRunConfigurationManager$1
25182:             1             16  com.intellij.docker.deployment.DockerRunConfigurationManager$Companion
25183:             1             16  com.intellij.docker.deployment.DockerRunConfigurationPathHandler$Companion
25184:             1             16  com.intellij.docker.deployment.DockerRunConfigurationProducerBase$$Lambda/0x0000009804c010a8
25185:             1             16  com.intellij.docker.deployment.DockerRunConfigurationProducerBase$$Lambda/0x0000009804c01318
25186:             1             16  com.intellij.docker.dockerFile.DockerFilePullIntentionHelper
25187:             1             16  com.intellij.docker.dockerFile.DockerFileRefactoringSupportProvider
25188:             1             16  com.intellij.docker.dockerFile.DockerFileRunConfigurationProducer
25189:             1             16  com.intellij.docker.dockerFile.DockerFileTypeDetector$$Lambda/0x0000009803f44278
25190:             1             16  com.intellij.docker.dockerFile.DockerFileTypeDetector$$Lambda/0x0000009803f444c8
25191:             1             16  com.intellij.docker.dockerFile.DockerFileTypeDetector$$Lambda/0x0000009803f4c230
25192:             1             16  com.intellij.docker.dockerFile.DockerInjectedShellTemplateSubstitutor
25193:             1             16  com.intellij.docker.dockerFile.DockerInjectedShellTemplateSubstitutor$Companion
25194:             1             16  com.intellij.docker.dockerFile.enterHandler.DockerRunCommandEnterHandler
25195:             1             16  com.intellij.docker.dockerFile.enterHandler.DockerRunCommandEnterHandler$Companion
25196:             1             16  com.intellij.docker.dockerFile.injectors.DockerFileShellScriptInjector
25197:             1             16  com.intellij.docker.dockerFile.parser.DockerParserDefinition
25198:             1             16  com.intellij.docker.dockerFile.utils.PatternsKt$$Lambda/0x0000009804aa8498
25199:             1             16  com.intellij.docker.dockerFile.utils.PatternsKt$$Lambda/0x0000009804aa86e8
25200:             1             16  com.intellij.docker.dockerFile.utils.PatternsKt$$Lambda/0x0000009804aa8938
25201:             1             16  com.intellij.docker.editorActions.copy.DockerCopyActionHandler$Companion
25202:             1             16  com.intellij.docker.ijent.DockerEelProvider
25203:             1             16  com.intellij.docker.ijent.mrfs.EelDockerMrfsBackend
25204:             1             16  com.intellij.docker.ijent.mrfs.EelDockerMrfsBackend$Companion
25205:             1             16  com.intellij.docker.image.DefaultDockerPullIntentionHelper
25206:             1             16  com.intellij.docker.image.DockerImageCompletionContributor
25207:             1             16  com.intellij.docker.image.DockerPullIntentionHelper$Companion
25208:             1             16  com.intellij.docker.kubernetes.KubernetesSuggestionProvider
25209:             1             16  com.intellij.docker.kubernetes.KubernetesSuggestionServiceViewContributor
25210:             1             16  com.intellij.docker.kubernetes.TfplSuggestionProvider
25211:             1             16  com.intellij.docker.remote.compose.target.DockerComposeTargetType$Companion
25212:             1             16  com.intellij.docker.remote.run.target.configuration.DockerTargetType$Companion
25213:             1             16  com.intellij.docker.splitApi.BackendComposeApplicationRuntimeRpc
25214:             1             16  com.intellij.docker.splitApi.BackendDockerDeferredRuntimeRpc
25215:             1             16  com.intellij.docker.splitApi.BackendDockerMainServiceViewContributorRpc
25216:             1             16  com.intellij.docker.splitApi.BackendDockerMainServiceViewContributorRpc$Companion
25217:             1             16  com.intellij.docker.splitApi.BackendDockerModelProxyRegistry
25218:             1             16  com.intellij.docker.splitApi.BackendDockerNetworksGroupRpc
25219:             1             16  com.intellij.docker.splitApi.BackendDockerRpcServicesProvider
25220:             1             16  com.intellij.docker.splitApi.BackendDockerRpcServicesProvider$$Lambda/0x0000009802786800
25221:             1             16  com.intellij.docker.splitApi.BackendDockerRpcServicesProvider$$Lambda/0x0000009802786cb8
25222:             1             16  com.intellij.docker.splitApi.BackendDockerRpcServicesProvider$$Lambda/0x0000009802789490
25223:             1             16  com.intellij.docker.splitApi.BackendDockerRpcServicesProvider$$Lambda/0x0000009802789ba0
25224:             1             16  com.intellij.docker.splitApi.BackendDockerRpcServicesProvider$$Lambda/0x000000980279a4a8
25225:             1             16  com.intellij.docker.splitApi.BackendDockerRpcServicesProvider$$Lambda/0x000000980279a958
25226:             1             16  com.intellij.docker.splitApi.BackendDockerRpcServicesProvider$$Lambda/0x000000980279adf8
25227:             1             16  com.intellij.docker.splitApi.BackendDockerRpcServicesProvider$$Lambda/0x000000980279b298
25228:             1             16  com.intellij.docker.splitApi.BackendDockerRpcServicesProvider$$Lambda/0x000000980279b738
25229:             1             16  com.intellij.docker.splitApi.BackendDockerRpcServicesProvider$$Lambda/0x000000980279bbd8
25230:             1             16  com.intellij.docker.splitApi.BackendDockerRuntimeRpc
25231:             1             16  com.intellij.docker.splitApi.BackendDockerServerRuntimeRpc
25232:             1             16  com.intellij.docker.splitApi.BackendDockerServerRuntimeRpc$Companion
25233:             1             16  com.intellij.docker.splitApi.BackendDockerServiceViewUiUpdatesRpc
25234:             1             16  com.intellij.docker.splitApi.BackendDockerServiceViewUiUpdatesRpc$Companion
25235:             1             16  com.intellij.docker.splitApi.BackendDockerTreeFilterRpc
25236:             1             16  com.intellij.docker.splitApi.BackendDockerUiRequestsCollector$Companion
25237:             1             16  com.intellij.docker.splitApi.BackendDockerVolumesGroupRpc
25238:             1             16  com.intellij.docker.splitApi.ComposeApplicationRuntimeRpcRemoteApiDescriptorImpl
25239:             1             16  com.intellij.docker.splitApi.DockerDeferredRuntimeRpcRemoteApiDescriptorImpl
25240:             1             16  com.intellij.docker.splitApi.DockerMainServiceViewContributorRpc$Companion
25241:             1             16  com.intellij.docker.splitApi.DockerMainServiceViewContributorRpcRemoteApiDescriptorImpl
